INC-2024-1460,2024-03-07 00:00:00,2024-03-07 00:00:00,P4,Database,SRV-W-137,Microservice-142,Kernel Panic,Reconfigured VLAN trunk ports,0,Internal operations affected,Security Ops,No,Yes,Level 0,,No
INC-2024-1461,2024-11-27 00:00:00,2024-11-27 00:00:00,P4,Virtualization,SRV-E-018,Microservice-122,Third Party Outage,Reconfigured load balancer session persistence,0,Internal operations affected,DevOps,Yes,Yes,Level 0,CR-2024-0186,No
INC-2024-1462,2024-07-01 00:00:00,2024-07-01 00:00:00,P4,Database,SRV-E-169,Microservice-060,Third Party Outage,Failover to database replication node,30,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0342,No
INC-2024-1463,2024-07-09 00:00:00,2024-07-09 00:00:00,P2,Virtualization,SRV-E-089,Microservice-094,Configuration Drift,Restarted Docker containers,30,Multiple services degraded,Network Ops,Yes,Yes,Level 2,CR-2024-0168,Yes
INC-2024-1464,2024-11-13 00:00:00,2024-11-13 00:00:00,P4,Security,SRV-W-081,Microservice-063,Firmware Regression,Replaced failed DIMM module,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1465,2024-10-05 00:00:00,2024-10-05 00:00:00,P3,Compute,SRV-E-130,Microservice-146,Power Supply Degradation,Failover to database replication node,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0137,No
INC-2024-1466,2024-08-16 00:00:00,2024-08-16 00:00:00,P3,Backup,SRV-W-125,Microservice-093,Capacity Saturation,Cleared storage log partition to free up space,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1467,2024-03-18 00:00:00,2024-03-18 00:00:00,P3,Application Software,SRV-E-176,Microservice-055,Human Error,Rebalanced storage pool across nodes,0,Single service degradation,Network Ops,Yes,Yes,Level 1,CR-2024-0210,No
INC-2024-1468,2024-10-28 00:00:00,2024-10-28 00:00:00,P2,Backup,SRV-C-047,LegalDocs,Third Party Outage,Reset IPMI controller firmware,30,Multiple services degraded,Security Ops,Yes,Yes,Level 2,CR-2024-0575,Yes
INC-2024-1469,2024-05-06 00:00:00,2024-05-06 00:00:00,P3,Application Software,SRV-C-043,Microservice-089,DNS Resolution Failure,Updated IPS threat signatures and blocked attacking IP,15,Single service degradation,Security Ops,Yes,Yes,Level 1,,No
INC-2024-1470,2024-12-20 00:00:00,2024-12-20 00:00:00,P3,Application Software,SRV-E-044,Microservice-056,Memory Leak,Restarted JVM application server process,30,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,,No
INC-2024-1471,2024-11-17 00:00:00,2024-11-17 00:00:00,P3,Compute,SRV-C-102,Microservice-092,Configuration Drift,Flushed DNS cache and restarted resolver,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0158,No
INC-2024-1472,2024-06-25 00:00:00,2024-06-25 00:00:00,P4,Database,SRV-E-111,Microservice-148,Disk Latency Spike,Rebooted host operating system,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1473,2024-12-05 00:00:00,2024-12-05 00:00:00,P1,Compute,SRV-E-130,Microservice-120,Capacity Saturation,Rolled back application deployment to previous version,60,Enterprise wide outage,DevOps,Yes,Yes,Level 3,CR-2024-0507,Yes
INC-2024-1474,2024-06-20 00:00:00,2024-06-20 00:00:00,P3,Backup,SRV-E-034,Microservice-038,Third Party Outage,Rebooted host operating system,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0390,No
INC-2024-1475,2024-08-10 00:00:00,2024-08-10 00:00:00,P3,Security,SRV-C-017,Microservice-045,Firmware Regression,Replaced failed DIMM module,0,Single service degradation,Database Admin,No,Yes,Level 1,,No
INC-2024-1476,2024-12-03 00:00:00,2024-12-03 00:00:00,P4,Security,SRV-C-004,Microservice-114,DNS Resolution Failure,Flushed DNS cache and restarted resolver,30,Internal operations affected,DevOps,Yes,Yes,Level 0,CR-2024-0367,No
INC-2024-1477,2024-04-13 00:00:00,2024-04-13 00:00:00,P3,Compute,SRV-W-107,HR-Portal,Firmware Regression,Updated local SSL/TLS certificate chain,5,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0204,No
INC-2024-1478,2024-03-11 00:00:00,2024-03-11 00:00:00,P4,Application Software,SRV-C-118,SupplyChainPro,Software Bug,Reconfigured load balancer session persistence,5,Internal operations affected,Network Ops,No,Yes,Level 0,,No
INC-2024-1479,2024-06-06 00:00:00,2024-06-06 00:00:00,P4,Application Software,SRV-C-071,LogAggregator,Kernel Panic,Rebooted host operating system,10,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0166,No
INC-2024-1480,2024-05-12 00:00:00,2024-05-12 00:00:00,P3,Compute,SRV-E-114,BI-Analytics,Firmware Regression,Restored data from local backup volume,10,Single service degradation,Network Ops,Yes,Yes,Level 1,CR-2024-0555,No
INC-2024-1481,2024-09-28 00:00:00,2024-09-28 00:00:00,P4,Network,SRV-C-090,Microservice-112,Expired Certificate,Rebooted host operating system,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1482,2024-02-01 00:00:00,2024-02-01 00:00:00,P3,Database,SRV-E-112,Microservice-124,Expired Certificate,Reconfigured VLAN trunk ports,5,Single service degradation,Security Ops,Yes,Yes,Level 1,,No
INC-2024-1483,2024-11-30 00:00:00,2024-11-30 00:00:00,P4,Application Software,SRV-E-152,Microservice-140,DNS Resolution Failure,Reset IPMI controller firmware,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0283,No
INC-2024-1484,2024-11-04 00:00:00,2024-11-04 00:00:00,P3,Network,SRV-C-067,Microservice-063,Memory Leak,Reset IPMI controller firmware,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,,No
INC-2024-1485,2024-09-14 00:00:00,2024-09-14 00:00:00,P4,Storage,SRV-E-083,HR-Portal,Hardware Fault,Migrated VM to alternate hypervisor host,0,Internal operations affected,Security Ops,No,Yes,Level 0,CR-2024-0120,No
INC-2024-1486,2024-09-13 00:00:00,2024-09-13 00:00:00,P4,Security,SRV-C-002,BI-Analytics,Power Supply Degradation,Replaced faulty fiber patch cable,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1487,2024-05-19 00:00:00,2024-05-19 00:00:00,P2,Storage,SRV-E-077,LegalDocs,Software Bug,Updated IPS threat signatures and blocked attacking IP,60,Multiple services degraded,Cloud Ops,Yes,Yes,Level 2,CR-2024-0230,Yes
INC-2024-1488,2024-10-27 00:00:00,2024-10-27 00:00:00,P4,Application Software,SRV-C-028,Microservice-041,Power Supply Degradation,Reset IPMI controller firmware,15,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0580,No
INC-2024-1489,2024-10-14 00:00:00,2024-10-14 00:00:00,P4,Storage,SRV-C-071,CRM-Enterprise,Software Bug,Failover to database replication node,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0418,No
INC-2024-1490,2024-06-04 00:00:00,2024-06-04 00:00:00,P4,Storage,SRV-W-114,Microservice-128,Power Supply Degradation,Restored data from local backup volume,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0446,No
INC-2024-1491,2024-01-08 00:00:00,2024-01-08 00:00:00,P3,Network,SRV-W-014,Microservice-047,DNS Resolution Failure,Restored data from local backup volume,30,Single service degradation,DevOps,Yes,Yes,Level 1,,No
INC-2024-1492,2024-10-20 00:00:00,2024-10-20 00:00:00,P4,Compute,SRV-C-051,Microservice-113,Firmware Regression,Restarted Docker containers,30,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0212,No
INC-2024-1493,2024-10-25 00:00:00,2024-10-25 00:00:00,P4,Network,SRV-C-052,Microservice-128,Configuration Drift,Failover to database replication node,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1494,2024-05-09 00:00:00,2024-05-09 00:00:00,P4,Application Software,SRV-E-191,Microservice-051,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0314,No
INC-2024-1495,2024-06-27 00:00:00,2024-06-27 00:00:00,P4,Virtualization,SRV-E-112,Microservice-098,Firmware Regression,Updated IPS threat signatures and blocked attacking IP,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0515,No
INC-2024-1496,2024-03-06 00:00:00,2024-03-06 00:00:00,P1,Virtualization,SRV-W-114,Microservice-047,DNS Resolution Failure,Applied emergency kernel patch,0,Enterprise wide outage,Application Support,Yes,Yes,Level 3,,Yes
INC-2024-1497,2024-08-05 00:00:00,2024-08-05 00:00:00,P4,Database,SRV-W-025,MarketingAutomation,Kernel Panic,Replaced failed DIMM module,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0241,No
INC-2024-1498,2024-10-12 00:00:00,2024-10-12 00:00:00,P3,Application Software,SRV-E-014,VideoConference,Disk Latency Spike,Cleared storage log partition to free up space,30,Single service degradation,Security Ops,Yes,Yes,Level 1,,No
INC-2024-1499,2024-08-09 00:00:00,2024-08-09 00:00:00,P4,Application Software,SRV-C-035,Microservice-135,Hardware Fault,Updated local SSL/TLS certificate chain,15,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1500,2024-06-28 00:00:00,2024-06-28 00:00:00,P2,Network,SRV-E-197,Microservice-068,Disk Latency Spike,Rolled back application deployment to previous version,0,Multiple services degraded,Security Ops,Yes,Yes,Level 2,CR-2024-0330,Yes
INC-2024-1501,2024-08-22 00:00:00,2024-08-22 00:00:00,P4,Compute,SRV-W-131,Microservice-054,Firmware Regression,Migrated VM to alternate hypervisor host,10,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1502,2024-03-12 00:00:00,2024-03-12 00:00:00,P4,Backup,SRV-C-085,Microservice-055,Kernel Panic,Restored data from local backup volume,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1503,2024-10-27 00:00:00,2024-10-27 00:00:00,P4,Application Software,SRV-E-020,CRM-Enterprise,Third Party Outage,Restored data from local backup volume,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1504,2024-06-01 00:00:00,2024-06-01 00:00:00,P3,Application Software,SRV-E-012,Microservice-085,DNS Resolution Failure,Cleared storage log partition to free up space,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,,No
INC-2024-1505,2024-10-02 00:00:00,2024-10-02 00:00:00,P3,Compute,SRV-E-110,Microservice-141,Third Party Outage,Applied emergency kernel patch,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0455,No
INC-2024-1506,2024-06-29 00:00:00,2024-06-29 00:00:00,P4,Storage,SRV-E-011,Microservice-108,Disk Latency Spike,Replaced faulty fiber patch cable,10,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0284,No
INC-2024-1507,2024-03-19 00:00:00,2024-03-19 00:00:00,P4,Network,SRV-W-002,Microservice-100,Configuration Drift,Rolled back application deployment to previous version,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1508,2024-09-17 00:00:00,2024-09-17 00:00:00,P3,Network,SRV-W-117,ProjectTracker,Capacity Saturation,Expanded swap partition to alleviate memory pressure,5,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0172,No
INC-2024-1509,2024-09-28 00:00:00,2024-09-28 00:00:00,P4,Backup,SRV-C-070,Microservice-122,Configuration Drift,Reset IPMI controller firmware,10,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1510,2024-03-02 00:00:00,2024-03-02 00:00:00,P3,Compute,SRV-E-145,Microservice-071,Disk Latency Spike,Restored data from local backup volume,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0497,No
INC-2024-1511,2024-06-10 00:00:00,2024-06-10 00:00:00,P3,Storage,SRV-C-042,Microservice-061,Expired Certificate,Replaced faulty fiber patch cable,0,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1512,2024-01-14 00:00:00,2024-01-14 00:00:00,P2,Database,SRV-W-119,Microservice-072,Kernel Panic,Rebalanced storage pool across nodes,15,Multiple services degraded,Security Ops,Yes,Yes,Level 2,CR-2024-0448,Yes
INC-2024-1513,2024-03-12 00:00:00,2024-03-12 00:00:00,P3,Application Software,SRV-C-071,Microservice-150,Switch Port Flap,Cleared storage log partition to free up space,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0366,No
INC-2024-1514,2024-02-19 00:00:00,2024-02-19 00:00:00,P3,Compute,SRV-E-146,Microservice-136,Capacity Saturation,Restored data from local backup volume,5,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0560,No
INC-2024-1515,2024-04-29 00:00:00,2024-04-29 00:00:00,P2,Backup,SRV-C-033,Microservice-110,Capacity Saturation,Rebooted host operating system,90,Multiple services degraded,Network Ops,Yes,Yes,Level 2,CR-2024-0192,Yes
INC-2024-1516,2024-12-11 00:00:00,2024-12-11 00:00:00,P3,Virtualization,SRV-W-062,DNS-Primary,Switch Port Flap,Cleared storage log partition to free up space,5,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0367,No
INC-2024-1517,2024-01-27 00:00:00,2024-01-27 00:00:00,P3,Security,SRV-E-088,Microservice-147,Human Error,Replaced faulty fiber patch cable,0,Single service degradation,Network Ops,No,Yes,Level 1,CR-2024-0191,No
INC-2024-1518,2024-07-10 00:00:00,2024-07-10 00:00:00,P1,Backup,SRV-E-165,Microservice-104,DNS Resolution Failure,Rebalanced storage pool across nodes,30,Enterprise wide outage,Security Ops,Yes,Yes,Level 3,CR-2024-0252,Yes
INC-2024-1519,2024-08-31 00:00:00,2024-08-31 00:00:00,P4,Application Software,SRV-E-037,Microservice-047,Firmware Regression,Rebooted host operating system,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1520,2024-11-20 00:00:00,2024-11-20 00:00:00,P4,Security,SRV-C-100,SharePoint-Intranet,Expired Certificate,Reset IPMI controller firmware,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0245,No
INC-2024-1521,2024-07-02 00:00:00,2024-07-02 00:00:00,P2,Storage,SRV-W-144,Microservice-087,Human Error,Rolled back application deployment to previous version,120,Multiple services degraded,Database Admin,Yes,No,Level 2,CR-2024-0369,Yes
INC-2024-1522,2024-08-02 00:00:00,2024-08-02 00:00:00,P4,Database,SRV-E-087,Microservice-079,Human Error,Reconfigured load balancer session persistence,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1523,2024-08-12 00:00:00,2024-08-12 00:00:00,P4,Security,SRV-E-127,Microservice-145,Power Supply Degradation,Updated IPS threat signatures and blocked attacking IP,15,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1524,2024-04-20 00:00:00,2024-04-20 00:00:00,P3,Database,SRV-E-130,Microservice-097,DNS Resolution Failure,Rebalanced storage pool across nodes,0,Single service degradation,Network Ops,Yes,Yes,Level 1,,No
INC-2024-1525,2024-10-15 00:00:00,2024-10-15 00:00:00,P2,Storage,SRV-W-065,SalesForce-Integration,Human Error,Restarted JVM application server process,15,Multiple services degraded,Application Support,Yes,Yes,Level 2,,Yes
INC-2024-1526,2024-01-09 00:00:00,2024-01-09 00:00:00,P4,Storage,SRV-E-195,Microservice-059,Hardware Fault,Restored data from local backup volume,5,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0159,No
INC-2024-1527,2024-08-04 00:00:00,2024-08-04 00:00:00,P4,Backup,SRV-C-065,Microservice-056,Human Error,Expanded swap partition to alleviate memory pressure,10,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0186,No
INC-2024-1528,2024-07-19 00:00:00,2024-07-19 00:00:00,P2,Network,SRV-E-188,Microservice-076,Human Error,Rebooted host operating system,30,Multiple services degraded,Database Admin,Yes,Yes,Level 2,CR-2024-0402,Yes
INC-2024-1529,2024-02-06 00:00:00,2024-02-06 00:00:00,P4,Network,SRV-E-101,Microservice-043,Hardware Fault,Rolled back application deployment to previous version,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0418,No
INC-2024-1530,2024-05-29 00:00:00,2024-05-29 00:00:00,P1,Backup,SRV-W-130,Microservice-127,Configuration Drift,Flushed DNS cache and restarted resolver,15,Enterprise wide outage,Cloud Ops,Yes,Yes,Level 3,CR-2024-0402,Yes
INC-2024-1531,2024-11-15 00:00:00,2024-11-15 00:00:00,P4,Virtualization,SRV-E-032,Microservice-087,Capacity Saturation,Restarted JVM application server process,0,Internal operations affected,Database Admin,No,Yes,Level 0,,No
INC-2024-1532,2024-02-12 00:00:00,2024-02-12 00:00:00,P3,Security,SRV-E-138,Microservice-057,Capacity Saturation,Expanded swap partition to alleviate memory pressure,15,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1533,2024-05-18 00:00:00,2024-05-18 00:00:00,P2,Security,SRV-E-005,Microservice-075,Software Bug,Reconfigured VLAN trunk ports,90,Multiple services degraded,Cloud Ops,Yes,Yes,Level 2,CR-2024-0253,Yes
INC-2024-1534,2024-10-20 00:00:00,2024-10-20 00:00:00,P4,Backup,SRV-C-079,PayrollEngine,Hardware Fault,Flushed DNS cache and restarted resolver,15,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1535,2024-02-06 00:00:00,2024-02-06 00:00:00,P3,Application Software,SRV-W-054,SalesForce-Integration,Firmware Regression,Failover to database replication node,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1536,2024-06-29 00:00:00,2024-06-29 00:00:00,P3,Compute,SRV-W-021,Microservice-118,Third Party Outage,Flushed DNS cache and restarted resolver,10,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0383,No
INC-2024-1537,2024-02-12 00:00:00,2024-02-12 00:00:00,P4,Virtualization,SRV-E-065,TravelBooking,Firmware Regression,Rolled back application deployment to previous version,10,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0286,No
INC-2024-1538,2024-09-13 00:00:00,2024-09-13 00:00:00,P4,Database,SRV-E-152,Microservice-091,Expired Certificate,Failover to database replication node,10,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1539,2024-10-30 00:00:00,2024-10-30 00:00:00,P4,Virtualization,SRV-E-041,Microservice-125,Switch Port Flap,Rebooted host operating system,10,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0467,No
INC-2024-1540,2024-08-27 00:00:00,2024-08-27 00:00:00,P4,Application Software,SRV-W-112,Microservice-128,Human Error,Applied emergency kernel patch,10,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1541,2024-05-08 00:00:00,2024-05-08 00:00:00,P3,Network,SRV-E-198,Microservice-137,Software Bug,Restored data from local backup volume,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0512,No
